Star,RA,Dec,Period,Method,Gaia_Dist,Calc_Dist,Dust_Av,Status
[W71b] 038-08,133.38142079192,-47.59547966775999,14.9312,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 013-01,117.94151031919,-25.681846765650004,13.2066,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 006-13,115.98188182075002,-30.061440059550005,14.8086,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J061626.7-592142,94.11177354372,-59.36167539543,5.3790,None,,0,0.00,Processing
[W71b] 066-07,168.64747102899,-56.35097434416,14.1483,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 063-02,161.89759170562,-55.37482196531,20.9262,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CGCS 1433,103.14827356816,26.56370886879,4.3871,Cepheid(IR),,1719.9,0.00,No Gaia Ref
[W71b] 054-03,147.32235821656,-60.459316066430006,14.1481,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 048-01,140.85481896847,-56.24089277067,13.5026,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 045-09,139.96920191675,-53.97289190332,15.2740,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 021-11,124.45900119145,-31.073076408599995,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 014-01,118.06134580683,-30.8861940182,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 006-11,114.82005014512004,-30.781208668049995,16.8527,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C6-130,110.38536114452002,6.7925969723,14.8082,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C6-48,96.79345061093,4.916268154580001,10.6435,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
IRAS F05186+6847,81.00036160001,68.83344291012,4.3879,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 054-13,151.73758795711,-58.45517257975,13.6233,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 046-07,143.44362054623,-47.51072773564,6.5049,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* UU Hor,49.60578248117,-49.60047205558,0.6421,RR_Lyrae(K),,2376.5,0.00,No Gaia Ref
CRTS J192631.8-472132,291.63264024882,-47.35875263697,0.6034,RR_Lyrae(V),,1905.5,0.00,No Gaia Ref
[W71b] 060-11,158.50871826122,-61.30900357033,14.1482,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 031-03,127.8117021703,-47.6259567235,12.0167,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Case  170,277.00183936628,-5.92460695494,7.2393,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
WORC 278,94.82517231382,-68.38313732092,13.9295,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 2690,285.15735485645,-5.319263757669999,2.9211,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 075-03,180.49926595587,-59.6725489574,4.9346,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 3314,327.03895867388,77.8599902576,10.1142,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* TW Scl,358.67355444384,-33.48127403203,0.6181,RR_Lyrae(K),,2946.0,0.00,No Gaia Ref
[W71b] 013-07,119.98997816505,-25.19674088693,5.1916,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 3280,113.04105024693,5.83172121502,13.2064,Cepheid(IR),,754.2,0.00,No Gaia Ref
NSV 14546,351.33805017867,-67.8349479985,0.5940,RR_Lyrae(K),,3610.7,0.00,No Gaia Ref
Case  109,82.93528533461,28.27951812122,28.4403,Cepheid(IR),,1321.5,0.00,No Gaia Ref
[W71b] 013-05,119.3557651141,-26.30239794971,4.9628,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
WRAY 15-998,190.00397864532,-66.91404957321,6.3202,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BM   IV 171,190.20864949672,-60.70353111928001,7.5600,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 034-14,130.80944864218,-47.82003717435,19.9894,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C*  918,117.80660912091004,-2.61969366131,9.7954,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 023-10,125.05578382545002,-36.26688870512,23.5235,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 058-09,156.40076054886,-53.88217550047,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 023-08,124.89329307924,-36.14011867673,16.8804,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 006-04,113.90702038338,-30.24901162,14.8085,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C*  681,107.42852144457,1.8863626999,13.2063,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 020-11,122.9779519068,-34.84509794121,14.8087,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 057-16,154.89660169973,-61.30020298926,15.8606,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 021-02,122.16901794054004,-31.506435435320007,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 043-05,140.9561468559,-45.40002908616,23.4696,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 019-15,121.93363874946,-36.9579929621,37.6323,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* UZ Eri,48.44069190282,-14.21213407775,0.6498,RR_Lyrae(K),,2869.2,0.00,No Gaia Ref
HD  49247,101.89996910783,0.6823171294100001,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 055-03,149.8228083225,-54.02215406829,13.6232,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C*  491,94.87978155355,-0.75998318508,13.2340,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 039-03,135.29108886982,-42.20122905233,16.9918,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
IRAS 02238+5846,36.88031463229,58.99939369304,12.2883,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HD  48664,101.16957010774,3.31633604842,11.7983,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ATO J275.7673+05.4155,275.7673545635179,5.415510850201389,1.0555,Cepheid(IR),,3561.0,0.00,No Gaia Ref
SOPS   IV e-107,199.58811743578,-50.76108205291,10.1410,Cepheid(IR),,4018.9,0.00,No Gaia Ref
V* AE PsA,333.98228820800995,-25.37714063213,0.5473,RR_Lyrae(K),,1963.4,0.00,No Gaia Ref
IRAS F08263+1833,127.31300941228,18.38539360351,14.7077,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C*  518,97.00266366605,-10.95350768439,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J013411.5-502634,23.548606867290005,-50.44229909087,32.0043,Cepheid(IR),,53388.2,0.00,No Gaia Ref
Case  380,93.90770790838002,21.854987097350005,23.0311,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ASAS J225245+1139.0,343.18800676994,11.6492364383,0.5615,RR_Lyrae(K),,2480.7,0.00,No Gaia Ref
V* V1554 Cyg,318.69273218193,44.2959634802,14.0395,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
SOPS   II e-39,276.82224743172,-39.22523259823999,33.1418,Cepheid(IR),,14512.2,0.00,No Gaia Ref
2MASS J20532767+4739115,313.36543343936,47.65319114602,9.1235,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* DL Cap,324.75845595175,-21.21273043257,0.6618,RR_Lyrae(K),,1899.6,0.00,No Gaia Ref
C*  995,120.38127859032998,-22.04399746615,19.4589,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BM   IV 169,186.75216269772,-61.5207094288,4.9346,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ASAS J074153-5326.6,115.46963841829,-53.44376816008,0.5103,RR_Lyrae(K),,1903.9,0.00,No Gaia Ref
V* FP Cep,313.72484151183,66.44471943162,0.5014,RR_Lyrae(K),,1259.8,0.00,No Gaia Ref
V* LU Aps,265.79414014474,-70.39601615341,0.7561,RR_Lyrae(K),,2568.1,0.00,No Gaia Ref
ASAS J010033+0647.8,15.138942557659997,6.79632547833,500.0000,Cepheid(IR),,361840.7,0.00,No Gaia Ref
ATO J124.5290-22.2354,124.52907491271168,-22.235475769102223,0.7311,RR_Lyrae(K),,2454.8,0.00,No Gaia Ref
CRTS J205704.9-362150,314.27106870743,-36.36328895379,0.5149,RR_Lyrae(K),,2143.2,0.00,No Gaia Ref
ASAS J012535+1305.6,21.39750622786,13.09338392765,17.4135,Cepheid(IR),,31087.2,0.00,No Gaia Ref
ASAS J133451-2227.8,203.71283531871,-22.46468185942,500.0000,Cepheid(IR),,353091.7,0.00,No Gaia Ref
SOPS   II e-76,262.15054549722,-55.03792172107,26.1229,Cepheid(IR),,12907.9,0.00,No Gaia Ref
[W71b] 016-07,121.04248206926998,-27.33493819335,16.8529,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* FU Lup,227.34902665281,-43.32697094237,14.5961,Cepheid(IR),,33967.7,0.00,No Gaia Ref
CD-34 15271,327.33247984657,-34.20523221766,0.6159,RR_Lyrae(K),,2407.1,0.00,No Gaia Ref
V* FK Mon,107.83819491998,-5.452316655119999,14.8082,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
NSVS  16201096,228.32059524042,-14.765544287619994,16.5951,Cepheid(IR),,22175.8,0.00,No Gaia Ref
V* LQ Lib,231.50469324836,-15.546129074780003,0.5787,RR_Lyrae(K),,1977.5,0.00,No Gaia Ref
V* AG Crt,165.875415579,-10.98736028294,15.0168,Cepheid(IR),,29759.4,0.00,No Gaia Ref
ROTSE1 J175255.33+463216.6,268.22986862991,46.53762237926,0.5161,RR_Lyrae(K),,2189.5,0.00,No Gaia Ref
Case  639,309.09408831119,35.68653348168,9.6990,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
TYC 3612-2367-1,328.20488039414,49.27570160227,14.9310,None,,0,0.00,Processing
V* AF Sct,282.11114518973,-13.96320263353,0.5283,RR_Lyrae(K),,1735.7,0.00,No Gaia Ref
Case  152,108.41107832964002,-15.534516371349998,500.0000,Cepheid(IR),,7439.2,0.00,No Gaia Ref
Kiso C3-123,326.75450318042,43.79669630836,15.7393,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BC     39,0.5961100876299998,56.04223413336,10.1958,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ASAS J223308-0148.3,338.28300838835,-1.8056456751200003,12.3529,Cepheid(IR),,27749.1,0.00,No Gaia Ref
ATO J277.0451+25.2899,277.04517172745,25.29003114582,0.5776,RR_Lyrae(K),,2021.6,0.00,No Gaia Ref
V* BR Tau,68.67881959882,21.772681799320004,0.6582,RR_Lyrae(K),,2046.3,0.00,No Gaia Ref
V* OW UMa,129.35714821684,49.26883401611,0.5215,RR_Lyrae(K),,2026.1,0.00,No Gaia Ref
V* VV Pav,267.96413808029,-61.25568950542001,14.8578,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
IRAS 01550+6001,29.64695443829,60.27231578402,4.2933,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* QY UMa,147.47883263051,51.73958893679,0.5731,RR_Lyrae(K),,2921.1,0.00,No Gaia Ref
ATO J112.5799-05.2563,112.57992254667958,-5.256308340057222,500.0000,Cepheid(IR),,321091.9,0.00,No Gaia Ref
CRTS J100348.8-321909,150.95350419055754,-32.3186076400475,0.6993,RR_Lyrae(V),,1853.5,0.00,No Gaia Ref
V* AX Leo,173.26564766434,12.15385313123,0.7251,RR_Lyrae(K),,2087.1,0.00,No Gaia Ref
CD-38  1780,73.31004644882,-37.82109011338,0.5001,RR_Lyrae(K),,2075.6,0.00,No Gaia Ref
DJM 303,171.63341297305,-66.73609295643,8.5526,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J193219.7-504520,293.08278410503,-50.75512775627999,0.5030,RR_Lyrae(V),,1853.5,0.00,No Gaia Ref
V* RW Gru,340.52902028543,-44.15341782691,0.5495,RR_Lyrae(K),,2265.8,0.00,No Gaia Ref
V* AE Scl,16.85763707012,-32.30976787179,0.5501,RR_Lyrae(K),,2102.1,0.00,No Gaia Ref
ASAS J135813-4215.1,209.55290544539,-42.25276030475,0.5219,RR_Lyrae(V),,1845.0,0.00,No Gaia Ref
V* XX Crv,186.28959067181,-21.66458292711,0.5452,RR_Lyrae(K),,2058.9,0.00,No Gaia Ref
CRTS J082617.7+083239,126.57391989541,8.54419428177,23.2801,Cepheid(IR),,45244.5,0.00,No Gaia Ref
Kiso C1-63,3.9736320366,60.89130058929,15.1394,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V559 Hya,213.43958912417,-22.91163269455,0.5517,RR_Lyrae(K),,2196.0,0.00,No Gaia Ref
[PS72] 375,32.55147013084,-28.94514750104,500.0000,Cepheid(IR),,331470.9,0.00,No Gaia Ref
V* MR Lib,223.31431699166,-14.599103056889998,0.5400,RR_Lyrae(K),,2566.3,0.00,No Gaia Ref
ZTF J220924.35+365130.8,332.35150771285,36.85856985453001,0.6727,RR_Lyrae(K),,1816.2,0.00,No Gaia Ref
Case  147,105.31352777412002,-9.30206108665,14.8082,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J144839.5-300935,222.16451213319,-30.16038679531,500.0000,Cepheid(IR),,327421.6,0.00,No Gaia Ref
SOPS   IV e-53,219.93232963755,-35.25728003886,4.9032,Cepheid(IR),,5274.4,0.00,No Gaia Ref
C* 2310,243.19308934897,-61.41164725135,500.0000,Cepheid(IR),,79291.3,0.00,No Gaia Ref
V* V590 Cen,168.10486431174,-36.87958222502,0.5309,RR_Lyrae(K),,1539.7,0.00,No Gaia Ref
FBS 0729+269,113.1363581112,26.78763929237,16.3333,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Case  645,319.09177218698994,42.28881316101,5.3045,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* AM Scl,17.29508418661,-28.36484691402,14.9009,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* DR And,16.2946411868,34.21841380549999,0.5620,RR_Lyrae(K),,2093.0,0.00,No Gaia Ref
SOPS   IV e-85,198.87059369212,-45.13055788596,14.5957,Cepheid(IR),,12156.9,0.00,No Gaia Ref
V* XX Boo,222.90650658531,29.35741981289,0.5824,RR_Lyrae(K),,1574.6,0.00,No Gaia Ref
WRAY 18-122,134.55466440052,-62.16484734355,4.4454,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
SOPS   IV e-104,187.2196598857,-48.49827195627999,10.1409,Cepheid(IR),,7685.6,0.00,No Gaia Ref
NSV 14009,331.22477511786,-66.58248463108002,0.5651,RR_Lyrae(K),,2047.8,0.00,No Gaia Ref
ROTSE1 J160456.64+292623.6,241.23600810884997,29.43992086389,0.7856,RR_Lyrae(K),,2831.2,0.00,No Gaia Ref
TYC 9184-1807-1,115.39010139614004,-69.73616135913,500.0000,Cepheid(IR),,334103.8,0.00,No Gaia Ref
V* DX Cep,341.07958633329,83.95062363551,0.5265,RR_Lyrae(K),,1326.7,0.00,No Gaia Ref
ASAS J203749-5735.5,309.45525225329794,-57.59242785247389,0.5048,RR_Lyrae(K),,2485.6,0.00,No Gaia Ref
Case  541,37.4155851144,56.19171223003,11.2874,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* RS Mus,185.83009533399,-75.50363051066,14.3777,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C1-140,18.17508200176,59.74723381115,13.1186,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* ZZ Gem,96.00518844403,25.03135806075,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
SOPS   II e-38,274.93169437216,-39.89563716178,15.2928,Cepheid(IR),,4290.2,0.00,No Gaia Ref
ASAS J223116-1405.0,337.8170857757,-14.08356081265,1.0207,Cepheid(IR),,4589.6,0.00,No Gaia Ref
V* VX Aps,239.98440823756,-75.22218971618,0.5006,RR_Lyrae(K),,1901.0,0.00,No Gaia Ref
Kiso C1-147,19.14762283328,57.63404856947,13.1625,Cepheid(IR),,2289.5,0.00,No Gaia Ref
Kiso C6-80,100.94033030396,11.67206119749,7.9158,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* DN Pav,298.04560007664,-63.67347131141,0.5004,RR_Lyrae(K),,2032.7,0.00,No Gaia Ref
V* CK Del,306.2584837584,11.210312757289998,0.5078,RR_Lyrae(K),,1824.9,0.00,No Gaia Ref
ASAS J151532-1528.3,228.88206994534,-15.4714368436,16.5952,Cepheid(IR),,33710.2,0.00,No Gaia Ref
V* BO Leo,177.90454867225,21.87818254469,0.5478,RR_Lyrae(K),,1522.6,0.00,No Gaia Ref
C*  693,108.54389971293,-13.052681371300002,14.8083,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Case  430,112.6081036266,-12.3993292995,13.2065,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J225358.4-583430,343.4941952943,-58.57456351908999,0.5211,RR_Lyrae(K),,2020.7,0.00,No Gaia Ref
V* V566 Aur,85.51255236308,41.06320834256,12.2867,Cepheid(IR),,974.9,0.00,No Gaia Ref
V* XX Hya,137.45618193077,-15.599640133270004,0.5074,RR_Lyrae(K),,1552.0,0.00,No Gaia Ref
C*  903,117.0923461804,-18.39258463642,2.5028,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ROTSE1 J182811.44+251726.1,277.04920398646,25.29098500403,0.5776,RR_Lyrae(K),,1616.2,0.00,No Gaia Ref
V* BN Ant,149.2749382937,-39.29066756876,0.5360,RR_Lyrae(K),,2084.5,0.00,No Gaia Ref
Case  118,86.45131801215,25.49499062548,5.9564,Cepheid(IR),,336.7,0.00,No Gaia Ref
V* V1644 Sgr,302.3120256543999,-29.55613293838,0.6401,RR_Lyrae(K),,2176.2,0.00,No Gaia Ref
CRTS J101828.1-213811,154.61669035698,-21.63681794924,19.9038,Cepheid(IR),,36437.4,0.00,No Gaia Ref
V* CQ Lac,335.29334540121,39.72014646439,0.6211,RR_Lyrae(K),,1958.0,0.00,No Gaia Ref
V* NR Lyr,287.11346601902,38.81281328072,0.6825,RR_Lyrae(K),,2420.3,0.00,No Gaia Ref
SOPS   IV e-32,251.48487108871,-31.00927630309,9.3472,Cepheid(IR),,1817.2,0.00,No Gaia Ref
SOPS   II e-52,279.66251071888,-44.43328525845,500.0000,Cepheid(IR),,55866.5,0.00,No Gaia Ref
V* AA Leo,174.80930426831,10.327343086089998,0.5992,RR_Lyrae(K),,2019.0,0.00,No Gaia Ref
HE 2006-5824,302.65723687256,-58.26224954495001,5.6745,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J141106.6-421208,212.77830991634625,-42.20267240183528,16.1411,Cepheid(IR),,35596.6,0.00,No Gaia Ref
V* AO Mus,205.39319849236,-67.81055640551,8.4772,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
SOPS   II e-67,256.16959168569,-50.76367631797,15.0319,Cepheid(IR),,7307.6,0.00,No Gaia Ref
V* V360 Lib,239.62752943164,-10.66365650802,0.6234,RR_Lyrae(K),,2080.5,0.00,No Gaia Ref
V* AL Vol,124.03932506803,-66.74663768817,0.5166,RR_Lyrae(K),,2362.3,0.00,No Gaia Ref
FASTT 1481,325.25285434136,1.1609491601800002,0.5537,RR_Lyrae(K),,2625.2,0.00,No Gaia Ref
WRAY 18-140,142.69679263267,-58.78110627577,8.6883,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C*  761,111.4114685108,-29.755939071040004,15.3309,Cepheid(IR),,2440.1,0.00,No Gaia Ref
V* V552 Car,160.21398781356,-64.71328568296,0.5145,RR_Lyrae(K),,917.3,0.00,No Gaia Ref
SOPS   II e-73,269.35871803835994,-52.12888902818,15.2927,Cepheid(IR),,6832.5,0.00,No Gaia Ref
CD-48 13332,298.84104655612,-48.44795017478,0.5791,RR_Lyrae(K),,1842.7,0.00,No Gaia Ref
[AHB74] C  38,298.39976299829993,22.97597182656,10.0332,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
OGLE LMC-RRLYR-39548,80.33928783167,-62.35688980883,0.6498,RR_Lyrae(K),,1892.1,0.00,No Gaia Ref
V* V1571 Cyg,325.65228540971,44.94331886253,14.0396,Cepheid(IR),,827.4,0.00,No Gaia Ref
V* TV Leo,167.84138770973,-5.892068593129999,0.6744,RR_Lyrae(K),,1901.4,0.00,No Gaia Ref
CRTS J203437.7-453055,308.65741801627496,-45.51508747391416,13.1737,Cepheid(IR),,31787.1,0.00,No Gaia Ref
V* RS Oct,326.82043035847,-87.65178303659,0.5043,RR_Lyrae(K),,2363.0,0.00,No Gaia Ref
V* HN Cet,34.967903638829995,9.28003680713,0.5080,RR_Lyrae(K),,2317.0,0.00,No Gaia Ref
C* 2623,279.10947006616,16.968746561530004,2.8062,Cepheid(IR),,2690.3,0.00,No Gaia Ref
V* V1820 Ori,88.65474009935,4.90313693061,25.7851,Cepheid(IR),,20193.1,0.00,No Gaia Ref
ASAS J135740-1202.3,209.41744205919,-12.03843989805,14.8054,Cepheid(IR),,29565.8,0.00,No Gaia Ref
Case  485,323.61771315487,57.02971706696,10.4979,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Case  564,69.87928069332,40.51405437127001,5.1343,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* ET Hya,128.767569949,-8.83609947277,0.6869,RR_Lyrae(K),,1799.7,0.00,No Gaia Ref
SOPS   IV e-11,253.25787808935,-26.67722842221,12.5813,Cepheid(IR),,2929.7,0.00,No Gaia Ref
C* 2895,305.18511154431,53.5391165172,4.7426,Cepheid(IR),,3466.1,0.00,No Gaia Ref
SOPS    I e-4,261.65995729033,-61.72187102318999,13.4118,Cepheid(IR),,10216.3,0.00,No Gaia Ref
ASAS J221039-5049.8,332.66328395681,-50.82957884211999,32.5281,None,,0,0.00,Processing
V* V653 Aur,111.2181914941,35.52418152701999,0.5802,RR_Lyrae(K),,2033.5,0.00,No Gaia Ref
CRTS J124114.6-405657,190.31115860679668,-40.94914791219666,15.3965,Cepheid(IR),,29275.5,0.00,No Gaia Ref
V* OY And,29.525439573359996,38.65515979739,2.8868,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J181629.0+364456,274.12084477493,36.74876764260001,8.1583,Cepheid(IR),,24796.0,0.00,No Gaia Ref
C*  569,100.9126417036504,-2.3620999339644446,13.2341,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* HU Cas,17.7651756554,57.34608947894,0.5072,RR_Lyrae(K),,1845.1,0.00,No Gaia Ref
HE 1455-1413,224.46509555859,-14.41942542851,16.5950,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
SOPS   IV e-69,198.89454450193,-41.11936528696,5.7871,Cepheid(IR),,2665.3,0.00,No Gaia Ref
ATO J119.0205+23.5659,119.020606977935,23.566012780499445,0.7121,RR_Lyrae(K),,2724.5,0.00,No Gaia Ref
ATO J277.9319-09.3643,277.9319139948225,-9.36437475644528,18.2012,Cepheid(IR),,16041.7,0.00,No Gaia Ref
V* AE Tuc,12.502571304959998,-62.63542419307001,0.5297,RR_Lyrae(K),,1888.9,0.00,No Gaia Ref
V* V600 Sco,256.01591490385,-38.76051162137999,0.5585,RR_Lyrae(K),,1413.0,0.00,No Gaia Ref
C* 3255,81.05110342,57.53154291828,4.4398,Cepheid(IR),,705.6,0.00,No Gaia Ref
Case  728,92.44188467817,30.02969037243,4.5648,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Case  315,60.78816298437,56.12220049314,9.2813,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V1221 Cen,172.76891991725,-41.11754868039,14.1481,Cepheid(IR),,27739.4,0.00,No Gaia Ref
V* FK Vul,313.12918525357,22.43659158125,0.5147,RR_Lyrae(K),,1926.6,0.00,No Gaia Ref
V* SW For,45.28626388812,-38.12867857955,0.8034,RR_Lyrae(K),,2214.6,0.00,No Gaia Ref
V* V1055 Sgr,285.07134190621,-15.10191786058,0.7023,RR_Lyrae(K),,1539.2,0.00,No Gaia Ref
HE 0432-5424,68.39789372835,-54.2998708003,6.6346,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ASAS J202244-1710.6,305.68112914747,-17.17617965118,6.9210,Cepheid(IR),,21544.1,0.00,No Gaia Ref
Case  281,110.23383903751,-7.55023226662,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C4-5,275.4956690225599,4.24462486391,5.2335,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1358-2508,210.30146858629,-25.37755357481,3.6239,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 060-19,158.88227987798,-61.75631124699,15.8607,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 3306,301.57576231808,48.1846224888,18.4456,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
FBS 1552-002,238.69148938961,-0.4305950979599999,4.3518,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
AG+38 2447,356.01421347099,38.80611352603,0.6805,RR_Lyrae(K),,2382.9,0.00,No Gaia Ref
BC      4,96.89691090502,8.119943384319999,13.2340,Cepheid(IR),,1516.4,0.00,No Gaia Ref
MSB 63,272.61644739538,-26.86608781214,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
[W71b] 005-02,114.32132424375,-25.85244271439,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
C* 3285,124.98113560612,-19.852696124600005,9.0463,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* X LMi,151.52803256493,39.35790818458,0.6827,RR_Lyrae(K),,2248.9,0.00,No Gaia Ref
Kiso C7-71,295.23487044433,29.09616571278,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* XX Lib,226.79177401558,-25.99764053621,0.7001,RR_Lyrae(K),,2110.8,0.00,No Gaia Ref
V* AC Cas,15.656474628700003,71.83675871232,10.9791,Cepheid(IR),,714.4,0.00,No Gaia Ref
V* AN Cap,308.19740732293,-26.55659755903,0.7126,RR_Lyrae(K),,2623.2,0.00,No Gaia Ref
CRTS J110024.2-024225,165.10095266185,-2.70724680629,0.5287,RR_Lyrae(K),,2038.1,0.00,No Gaia Ref
V* DG Hya,134.52649796313,-5.44032978183,0.7542,RR_Lyrae(K),,2076.4,0.00,No Gaia Ref
Case  677,342.79944720191,56.8634321771,14.9313,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Case  161,270.18744543313,-17.00965798675,16.5960,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
TYC 8370-949-1,274.16654998449,-50.68813700158001,500.0000,Cepheid(IR),,369683.1,0.00,No Gaia Ref
V* BY Eri,42.89229086337001,-47.80123443715,500.0000,Cepheid(IR),,318758.4,0.00,No Gaia Ref
ASAS J142951-2147.8,217.46434304002,-21.79780978313,0.5768,RR_Lyrae(K),,2373.8,0.00,No Gaia Ref
TYC 8578-1754-1,122.40618324598,-58.75512895666,500.0000,Cepheid(IR),,215994.9,0.00,No Gaia Ref
V* V476 Vir,202.34361930407,-5.883126836299999,0.5749,RR_Lyrae(K),,1514.2,0.00,No Gaia Ref
ASAS J185719-6321.4,284.32889604835,-63.35683638074,17.1390,None,,0,0.00,Processing
C* 2107,204.65454354218,-69.04325465206,14.5960,Cepheid(IR),,5556.3,0.00,No Gaia Ref
