name,ra,dec,sp_type,v_mag,parallax,plx_error,snr,reliable
CRTS J055514.6-374405,88.81090523993,-37.73491094154,,13.89,0.1722,0.0134,12.85,True
FBS 1416+640,214.53201062295997,63.81861444947,C-N,13.89,0.0529,0.0137,3.86,False
BC    118,12.734769614520001,71.66064765206,N,13.89,0.1429,0.0143,9.99,True
CRTS J025407.8+130447,43.53263701046,13.079857371639998,,13.89,0.4982,0.0221,22.54,True
V* CY Vir,221.21372116808996,-4.67834884443,,13.89,0.2426,0.0221,10.98,True
ATO J346.3832+26.8555,346.38327833317,26.855613323950003,,13.89,0.248,0.0172,14.42,True
ATO J249.9219+00.8369,249.92200761426,0.83700790898,,13.89,0.1581,0.0194,8.15,True
V* AO Gru,347.04507670388,-48.36918540133,,13.89,0.2089,0.015,13.93,True
CRTS J113748.6+572027,174.4529206221,57.340861835309994,,13.89,0.3914,0.0136,28.78,True
BPS BS 16547-0043,229.84362381333003,-5.287536331109999,,13.89,0.234,0.0161,14.53,True
CRTS J191522.8-414833,288.8454311041,-41.80903484211,,13.89,0.2491,0.0189,13.18,True
V* IQ Ara,251.0997354129,-54.56190242775,,13.893,0.3541,0.0204,17.36,True
ASTEP V-0680,263.2556253803899,-53.01113358575001,,13.895,0.2405,0.0163,14.75,True
ZTF J164747.43+002105.8,251.94768140140997,0.35164285572,,13.897,0.2158,0.0195,11.07,True
CRTS J142624.1-225311,216.60083299754,-22.88599816371,,13.898,0.2241,0.0223,10.05,True
CRTS J105532.2-382957,163.88431247247624,-38.49893905759168,,13.899,0.3871,0.0222,17.44,True
Kiso C1-160,21.260373050499997,65.38305497202,C,13.9,0.2361,0.0245,9.64,True
HE 0932-0341,143.79250546071,-3.9092222198,C,13.9,0.3419,0.0285,12.0,True
UCAC4 301-258409,288.36542872654,-29.920820915080004,,13.9,0.2381,0.018,13.23,True
CRTS J203210.9-371925,308.04536394483995,-37.32362668171999,,13.9,0.2199,0.019,11.57,True
Kiso C2-1,72.68583318625,28.48248361376,C,13.9,0.2086,0.0347,6.01,True
UNSW-V 083,178.83724243183,-35.0773105207,,13.9,0.2513,0.0174,14.44,True
V* V470 Per,72.45880001243,40.97515255425001,C,13.9,0.1362,0.0456,2.99,False
V* V420 Pav,317.3226084869,-74.14884321066,A5,13.9,0.1989,0.0138,14.41,True
CRTS J001207.0-552308,3.02991723149,-55.38539780015001,,13.9,0.1959,0.0146,13.42,True
WMIF 24,292.22026502367,-29.589867064579998,,13.9,0.0191,0.0216,0.88,False
BPS CS 22937-0025,317.55770717598,-38.89748572081,,13.9,1.5274,0.0237,64.45,True
ATO J351.8480+03.1323,351.84804843014,3.13242668557,,13.9,0.2144,0.0201,10.67,True
[W71b] 028-16,128.0393293512,-44.1501917771,C,13.9,0.2935,0.0391,7.51,True
[W71b] 034-08,130.05270898907,-49.90234989671,C,13.9,0.1937,0.0232,8.35,True
Kiso C5-202,66.91849474388,47.51217340965,C,13.9,0.3578,0.048,7.45,True
ATO J336.7478+07.5834,336.74784233390994,7.583480195360001,,13.9,0.2537,0.024,10.57,True
[TI98] 1019-1136,155.56141863764,-11.860708040100002,C-N,13.9,0.0073,0.022,0.33,False
NSVS  14440339,324.2216630619299,1.9796185139300002,,13.9,0.2635,0.02,13.18,True
CRTS J055247.4-083043,88.19740794055,-8.511553682090002,,13.9,0.5785,0.0166,34.85,True
NIKC 2-45,43.5725573926,62.78338780330001,C,13.9,0.3017,0.0342,8.82,True
CRTS J201114.5-404422,302.81061272839,-40.73906287852,,13.9,0.238,0.0188,12.66,True
ATO J246.9418+14.3445,246.9418370058,14.344562689080002,,13.9,0.2087,0.0173,12.06,True
ATO J243.2133-03.6922,243.21347052973,-3.69211010137,,13.9,0.2031,0.0221,9.19,True
V* KK Eri,47.99083140777,-3.8080809252499996,,13.9,0.25,0.0196,12.76,True
HE 2121-0313,320.94237280160996,-3.01414142684,C,13.9,0.427,0.0195,21.9,True
HE 2124-0408,321.77855861584,-3.922895700279999,C,13.9,0.2911,0.0165,17.64,True
Kiso C7-11,289.82373691973,26.51883148305,C,13.9,0.0305,0.0216,1.41,False
Kiso C1-99,10.05623104123,67.01813458016,C,13.9,0.2891,0.0251,11.52,True
Cl* NGC 6779    SAW V2,289.15558228913,30.19310538308,,13.9,0.0731,0.0122,5.99,True
OGLE LMC622.29.000619,66.94193743482,-62.04761815731,,13.9,0.1856,0.0119,15.6,True
V* AP CVn,192.7940726614,32.97176896607,,13.9,0.1929,0.0184,10.48,True
CRTS J063336.7+564914,98.40331607212,56.82043417499,,13.9,0.4634,0.0177,26.18,True
Kiso C7-27,292.84107163006,26.723428384260004,C,13.9,0.0712,0.0207,3.44,False
CRTS J185902.2-504704,284.7589026988,-50.78407712936,,13.9,0.1655,0.0207,8.0,True
CRTS J103241.3-380807,158.17147695223,-38.13580573499,,13.9,0.2245,0.0181,12.4,True
SB 554,20.478002257450004,-31.841449958089996,A0,13.9,0.1914,0.0226,8.47,True
V* V527 Hya,141.23282681083,-13.199786282589999,,13.9,0.1682,0.0159,10.58,True
CRTS J132316.5-291818,200.81865898016997,-29.30509820313,,13.9,0.2037,0.0192,10.61,True
SOI 883,87.7928187034,-72.32249659093,B9Ib,13.9,0.2202,0.0151,14.58,True
CRTS J215038.6-443544,327.66125170609,-44.595298981090004,,13.9,0.156,0.0217,7.19,True
CRTS J125325.8-375427,193.35705859848997,-37.90767875196,,13.9,0.1386,0.0234,5.92,True
NSV     5,0.75414098081,-70.69118858325,,13.901,0.2431,0.014,17.36,True
V* SW Dor,75.52415819041,-67.28242326063,,13.902,0.2317,0.0143,16.2,True
V* V719 Oph,247.90410045218,-6.4906213922100005,,13.91,0.1719,0.028,6.14,True
FASTT  651,234.08975450518,0.6502957478699999,,13.91,0.1656,0.0266,6.23,True
V* BD Leo,174.94119834621,15.79459465425,A9.6,13.91,0.1725,0.0392,4.4,False
ATO J087.0269-29.9886,87.02692611682,-29.98859031715,,13.91,0.2376,0.0129,18.42,True
ROTSE1 J161640.10+274625.0,244.16691971865,27.77343749893,,13.91,0.1969,0.0153,12.87,True
V* CV Tau,57.69794101680999,20.468936159309997,kA5hF3mF6,13.91,0.2228,0.0207,10.76,True
CRTS J104249.7-214450,160.70777586768,-21.747488124999997,,13.91,0.1657,0.0176,9.41,True
CRTS J132419.3-442901,201.08099030836,-44.48317280117,,13.91,0.1812,0.0173,10.47,True
ATO J310.2160-14.2433,310.21598995987,-14.243301282720001,,13.91,0.2377,0.0228,10.43,True
CRTS J163609.6+060311,249.04015668846,6.05319710262,,13.91,0.2237,0.0174,12.86,True
V* V725 Her,258.14113607499,40.47405176462,,13.91,0.2077,0.0127,16.35,True
CRTS J100858.0-161736,152.24213045014,-16.293483840920004,,13.91,0.6357,0.0213,29.85,True
V* AS Leo,172.29681136669,9.53647342499,,13.91,0.1666,0.0215,7.75,True
BPS CS 31088-0086,353.18773900697994,4.7596375457399995,A3,13.91,0.2099,0.024,8.75,True
CRTS J203253.6-215701,308.22389606865,-21.95056889458,,13.91,0.2468,0.0216,11.43,True
ATO J141.1985+28.5411,141.1985114095646,28.541203525053884,,13.91,0.1288,0.0238,5.41,True
CRTS J143714.9-114048,219.31242032552,-11.68004332473,,13.91,0.2408,0.0224,10.75,True
V* V377 Tel,287.2445249807299,-47.2357686329,,13.91,0.1891,0.0185,10.22,True
CRTS J141826.0-391812,214.60792675233,-39.30311355778,,13.91,0.2178,0.0216,10.08,True
1SWASP J001321.94-425511.2,3.3414761922899996,-42.919823701000006,,13.91,0.1569,0.0186,8.44,True
V* V518 Cen,216.82124038299,-41.78401337146,,13.91,0.1948,0.0201,9.69,True
CRTS J090843.8-091727,137.1827415344,-9.29095229011,,13.91,0.7991,0.0184,43.43,True
[SHM2017] J205.35630-26.09577,205.35637416771,-26.09576448775,,13.91,0.2547,0.0261,9.76,True
V* RW Scl,20.72326317156,-26.292696156979996,,13.91,0.3007,0.02,15.04,True
V* SS Scl,25.547845229070003,-29.98911554824,,13.91,0.1713,0.0166,10.32,True
CRTS J062342.9-303955,95.92864053734,-30.665102864879994,,13.91,0.1768,0.0141,12.54,True
ATO J275.5127-10.0022,275.5127206344546,-10.00220096698833,,13.912,0.5824,0.0225,25.88,True
CRTS J103338.8-250002,158.41208839285,-25.00043327048,,13.92,0.2003,0.0198,10.12,True
CRTS J175742.3+341845,269.42646498192994,34.31244818166,,13.92,0.5128,0.0129,39.75,True
CRTS J044901.8-452305,72.25747457785,-45.38449541846,,13.92,0.168,0.0151,11.13,True
ROTSE1 J161226.41+323225.5,243.10976166351,32.54056278837,,13.92,0.1881,0.0136,13.83,True
CRTS J053417.9+042239,83.57491127384,4.377473765339999,,13.92,0.5793,0.0219,26.45,True
CRTS J025210.1-494636,43.04166127916,-49.7769831419,,13.92,0.1531,0.0116,13.2,True
NSV 11079,279.41944818671,-57.46085326217,,13.92,0.1644,0.0187,8.79,True
CRTS J231032.5-473839,347.63569624195,-47.644028535000004,,13.92,0.2189,0.015,14.59,True
CRTS J190345.0-533749,285.93770575414,-53.63004593203,,13.92,0.1962,0.0184,10.66,True
CRTS J212723.0+013351,321.84611476727,1.5641877328499998,,13.92,0.2415,0.0175,13.8,True
CRTS J001700.9+340313,4.2540442051,34.05366909336,,13.92,0.1647,0.0265,6.22,True
1SWASP J132305.17-205939.0,200.77152068957997,-20.994131267970005,,13.92,0.2174,0.0228,9.54,True
POVR 11,350.71783500886,62.85401382765999,C,13.92,0.2855,0.0359,7.95,True
V* GU Cet,18.41849615252,2.16104370593,,13.92,0.2147,0.0196,10.95,True
CRTS J150600.6-143146,226.50194729354,-14.529203368750002,,13.92,0.2446,0.0206,11.87,True
V* V447 Her,246.21561504172996,44.174137732629994,,13.92,0.2013,0.013,15.48,True
[PS72] 451,45.346585457260005,-28.78334568631,A3wl,13.92,0.2363,0.0182,12.98,True
V* KV Cen,178.08683751677,-40.48840937082,,13.92,0.2435,0.0176,13.84,True
V* FM And,17.195066856340002,36.62331834893,,13.92,0.1695,0.0248,6.83,True
V* V2277 Sgr,306.56403701925,-41.48932130505,,13.92,0.2466,0.0259,9.52,True
ROTSE1 J160345.40+295341.0,240.94727840336998,29.894360665000004,,13.92,0.1838,0.0142,12.94,True
ATO J202.3527+36.1734,202.35272633193998,36.17351797388999,,13.92,0.2113,0.0155,13.63,True
CRTS J041511.3+050555,63.79718425114,5.098759712,,13.92,0.2289,0.0209,10.95,True
CRTS J044905.9+010213,72.27499289773,1.0369950112200002,,13.92,0.2516,0.0179,14.06,True
V* MU Boo,222.06139293994997,19.338624403329998,,13.92,0.1774,0.0172,10.31,True
C* 2637,280.1504612282399,-4.91477206774,C,13.92,0.1998,0.0613,3.26,False
CRTS J120501.3-330206,181.2549963642208,-33.03502448793583,,13.922,0.52,0.018,28.89,True
ASASSN-V J195040.05-021930.9,297.66692129287,-2.32527824693,,13.923,0.2305,0.018,12.81,True
V* V3956 Sgr,290.14617141198,-11.85338130059,,13.924,0.3665,0.0162,22.62,True
ATO J265.2569-13.0492,265.25695029938373,-13.049309083910277,,13.925,0.46,0.0187,24.6,True
CRTS J191651.2-515947,289.2135710074316,-51.99662955717111,,13.928,0.238,0.0169,14.08,True
CRTS J015656.3-414856,29.23394824264,-41.81612863928001,,13.93,0.4442,0.0121,36.71,True
CRTS J163000.0+063508,247.50021428395996,6.58575995699,,13.93,0.2023,0.0179,11.3,True
CRTS J021301.5-193712,33.25666685285,-19.62015898153,,13.93,0.2182,0.0185,11.79,True
NIKC 2-9,33.17395935067,64.26656256795,C,13.93,0.2239,0.0201,11.14,True
CRTS J150951.0-181156,227.46279401014996,-18.19820003094,,13.93,0.2944,0.0174,16.92,True
ATO J318.8578-07.0282,318.85790904587,-7.028192143850001,,13.93,0.1316,0.0251,5.24,True
ATO J324.6720-10.7107,324.67197230693995,-10.71067820544,,13.93,0.2474,0.0199,12.43,True
CRTS J151157.6-165205,227.99033824848,-16.86762135609,,13.93,0.2134,0.02,10.67,True
V* LX Del,313.07909509933,7.146341350520001,,13.93,0.2896,0.0175,16.55,True
ATO J341.9107+18.6414,341.91071958395,18.64149111742,,13.93,0.2164,0.0233,9.29,True
CRTS J062940.9-345558,97.41978697752,-34.93283673693,,13.93,0.2199,0.0165,13.33,True
CRTS J114948.9-110347,177.45410079862,-11.06339692701,,13.93,0.1897,0.019,9.98,True
BPS BS 16968-0009,222.87304661303997,5.85591936886,,13.93,0.2357,0.0228,10.34,True
V* SW Leo,163.98128989858,-2.9823148114100007,,13.93,0.2181,0.0281,7.76,True
ATO J203.8335+04.9652,203.83355128716664,4.965299201829166,,13.93,0.2563,0.0211,12.15,True
Cl* NGC 6809    SAW V3,295.02194509239,-31.043173494819996,,13.93,0.1608,0.0232,6.93,True
CRTS J042014.1-423612,65.05941702014,-42.60292240571,,13.93,0.2316,0.0144,16.08,True
SV* HV 11907,43.40018781388,-68.74850766226,,13.932,0.2015,0.0131,15.38,True
UCAC4 127-170848,286.22815059726,-64.6662409675,,13.935,0.1769,0.015,11.79,True
CRTS J131222.9-251531,198.09557068041536,-25.258602751720833,,13.936,0.2223,0.0222,10.01,True
UCAC4 191-192923,277.6419652038429,-51.81726660672334,,13.937,0.1703,0.0168,10.14,True
V* BE Hyi,42.90196291313999,-72.17116112989,F0,13.937,0.246,0.013,18.92,True
ATO J021.1523+54.0885,21.152293980447077,54.08849674103722,,13.937,0.5206,0.0157,33.16,True
CRTS J152349.9-360413,230.9587182177658,-36.07055555039417,,13.938,0.8192,0.0262,31.27,True
V* V599 Her,249.12643680282002,26.537284493930002,,13.94,0.1743,0.0139,12.54,True
NSVS  14721871,24.43499962858,-9.902722030939998,,13.94,0.2133,0.0202,10.56,True
CRTS J213555.7-365242,323.98249195485,-36.878144717910004,,13.94,0.2113,0.0194,10.89,True
CRTS J130031.0-512103,195.12951353827,-51.35068502351,,13.94,0.2695,0.0224,12.03,True
ATO J307.1816-11.7891,307.1816212776299,-11.7891231017,,13.94,0.1182,0.0218,5.42,True
CRTS J030030.6-085026,45.127878741399996,-8.84058609956,,13.94,0.4862,0.0183,26.57,True
CRTS J145753.7-312630,224.4738770482279,-31.44156902416527,,13.94,0.1959,0.0192,10.2,True
ATO J000.9559+37.0710,0.9559724669899998,37.07102067427001,,13.94,0.1623,0.0207,7.84,True
CRTS J212703.2+100332,321.76355953560994,10.05889352124,,13.94,0.1467,0.0182,8.06,True
NSVS  17022192,295.64378336206994,-17.47913788497,,13.94,0.2455,0.0162,15.15,True
V* FS Her,266.05781519192,25.248480611110004,,13.94,0.1833,0.0167,10.98,True
V* FV Aqr,333.01256528532,-8.762756574400003,sdA,13.94,0.1701,0.0258,6.59,True
V* KN Lyr,277.68593243359,38.39865913028999,,13.94,0.254,0.0104,24.42,True
CRTS J084856.9+085324,132.23734013858,8.889945919909998,,13.94,0.2049,0.0187,10.96,True
UCAC4 300-246463,285.33914716465995,-30.13705854251,,13.94,0.2407,0.0213,11.3,True
CRTS J192335.8-263308,290.8985269103,-26.55199795046,,13.94,0.1537,0.0207,7.43,True
CRTS J132103.4-441816,200.26410426298997,-44.30539079857001,,13.94,0.1802,0.0187,9.64,True
ATO J252.8963-04.0030,252.89633601966997,-4.00298094526,,13.94,0.2394,0.0232,10.32,True
CRTS J200745.2-265807,301.93759441646,-26.968624429240002,,13.94,0.2136,0.0189,11.3,True
CRTS J215526.9+022021,328.86241276986,2.3394656079500002,,13.94,0.1984,0.0255,7.78,True
ATO J219.2365-10.2385,219.23655357731,-10.23849166931,,13.94,0.007,0.0374,0.19,False
V* RZ Cap,309.62558026334,-12.0183788544,,13.94,0.2009,0.022,9.13,True
CRTS J233841.6+333043,354.67335166935993,33.51230219273,,13.94,0.1837,0.0191,9.62,True
V* V345 UMa,169.45595729887,33.670792512030005,,13.94,0.2191,0.0203,10.79,True
CRTS J135352.4-384427,208.46859472878,-38.74064569361,,13.943,0.2641,0.0228,11.58,True
ATO J105.4013-12.9851,105.40136859378458,-12.985163869927222,,13.949,0.5462,0.0155,35.24,True
V* V882 Aql,283.75810001669,0.56511215292,,13.95,0.9395,0.0202,46.51,True
ATO J142.7158-10.2694,142.71586302636,-10.26937147061,,13.95,0.2189,0.0223,9.82,True
CRTS J165257.2-031129,253.2380427609,-3.1911498926,,13.95,0.1951,0.0208,9.38,True
V* V335 Dra,235.16948908877,60.80674896522,,13.95,0.2115,0.0116,18.23,True
CRTS J220852.9-615728,332.21993129906,-61.95810401605999,,13.95,0.2194,0.0158,13.89,True
ASAS J054238-2557.3,85.65539523435,-25.95245639345,,13.95,0.1969,0.0161,12.23,True
CRTS J074342.6-530134,115.92682342930999,-53.02614142053,,13.95,0.2598,0.0145,17.92,True
CRTS J155254.4-263004,238.22699145963003,-26.500850149520005,,13.95,0.2366,0.0214,11.06,True
V* V795 Sco,242.83995930612,-13.93045606126,,13.95,0.2163,0.03,7.21,True
CRTS J190327.6-451007,285.86553155079,-45.168684662980006,,13.95,0.2392,0.0214,11.18,True
V* V450 Ser,233.27771219704,11.415667993980001,,13.95,0.2198,0.0178,12.35,True
V* LL Lib,220.42998312121998,-20.840516996700003,,13.95,0.1809,0.0258,7.01,True
Case A-F 1035,208.98569988704,32.27632220112001,,13.95,0.1722,0.015,11.48,True
Kiso C1-89,8.410827329789997,60.31512623875,C,13.95,0.2298,0.0159,14.45,True
CRTS J063305.4+485322,98.27289451931,48.88925184682,,13.95,0.2543,0.046,5.53,True
CRTS J151729.2+481131,229.37193674847995,48.19185637807,,13.95,0.1674,0.0143,11.71,True
V* AZ Lep,83.051820913,-13.09148640472,,13.95,0.2171,0.0176,12.34,True
CRTS J080706.4+090420,121.77700371253003,9.072282596090002,,13.95,0.1615,0.0208,7.76,True
CRTS J193828.0-462811,294.61732484368997,-46.46926189,,13.95,0.1112,0.0191,5.82,True
ATO J247.5409-09.5262,247.54106170016996,-9.52612679061,,13.95,0.2253,0.0235,9.59,True
ATO J140.3407+40.8548,140.34077796179,40.85483429851,,13.95,0.1936,0.0181,10.7,True
CRTS J213552.0-410229,323.9666402747,-41.04132915462,,13.95,0.2032,0.0178,11.42,True
NSVS  14791207,40.65621504957,-18.45550892786,,13.95,0.1801,0.0208,8.66,True
V* V683 Oph,243.73962880415,-6.7351998680400005,,13.95,0.238,0.0219,10.87,True
CRTS J203350.1-221741,308.45901542179,-22.294375303940004,,13.95,0.1562,0.0179,8.73,True
CRTS J205058.0+045821,312.74165715563,4.972787291119999,,13.95,0.1751,0.017,10.3,True
ZTF J161628.33+275201.5,244.11813310487,27.86706951287,,13.95,0.1354,0.0135,10.03,True
CRTS J150739.4-182822,226.91435918768,-18.472998165939998,,13.95,0.2358,0.0228,10.34,True
ROTSE1 J142208.40+335321.3,215.53803490952,33.89088082528,,13.95,0.1673,0.016,10.46,True
Case  178,280.99893788945997,0.05547360881,N,13.95,0.4577,0.0452,10.13,True
ASAS J131823-4443.9,199.58948367902997,-44.72382748123,,13.957,0.5321,0.0171,31.12,True
OGLE SMC-RRLYR-2594,356.81936924146,-78.70528871745,,13.957,0.1723,0.0138,12.49,True
CRTS J030257.2-553139,45.737961097390006,-55.52762570154,,13.959,0.1518,0.0163,9.31,True
CRTS J063257.1-494518,98.2378237851696,-49.7552006125275,,13.959,0.181,0.0122,14.84,True
CRTS J065614.3-605645,104.0599996894425,-60.94578098780555,,13.96,0.2538,0.012,21.15,True
NIKC 2-10,33.21767691548,64.64649419135,C,13.96,0.2397,0.0196,12.23,True
CRTS J200558.8-183921,301.4950291412,-18.65581642219,,13.96,0.17,0.0209,8.13,True
V* V715 Her,256.29972300074,47.98706528403999,,13.96,0.1868,0.0124,15.06,True
V* V643 Aur,92.6937788533,52.778478364719994,,13.96,0.3153,0.0175,18.02,True
ZTF J160913.56+413641.5,242.3065614364,41.61160075017,F0,13.96,0.1792,0.0122,14.69,True
CRTS J160337.8-275637,240.90777265316,-27.9436171043,,13.96,0.2251,0.0248,9.08,True
V* OW Her,270.75359908882,36.47932801618,,13.96,0.1646,0.012,13.72,True
V* AF Sex,148.81623312652,3.75893009227,,13.96,0.1954,0.0253,7.72,True
CRTS J212452.2-012111,321.21785202597,-1.3533706163199999,,13.96,0.1885,0.0178,10.59,True
V* IZ Eri,41.62105927974,-13.95092937166,,13.96,0.1702,0.0198,8.6,True
CRTS J222401.2-275333,336.00444401582,-27.892866688220003,,13.96,0.1706,0.0176,9.69,True
CRTS J205329.8-032547,313.37428583013,-3.42977895687,,13.96,0.1586,0.019,8.35,True
V* V467 Her,258.21165495178,25.03015000841,,13.96,0.1621,0.0181,8.96,True
V* IO Lyr,275.65831360519,32.95905652994,kF1hF6,13.96,0.5661,0.0146,38.77,True
LINEAR 13170768,224.62098912755997,3.43840116128,,13.96,0.2506,0.0202,12.41,True
V* V501 Cen,212.957979421,-43.941654131590006,,13.96,0.2423,0.0288,8.41,True
CRTS J204317.7-485702,310.82411815068997,-48.95027399016999,,13.96,0.1445,0.0185,7.81,True
CRTS J113612.6-282804,174.05258918983,-28.46748687964,,13.96,0.202,0.0223,9.06,True
CRTS J033625.8-493716,54.10796880964,-49.62097390897,,13.96,0.2297,0.0144,15.95,True
UCAC4 105-083151,221.63027681367998,-69.14037287142,,13.965,0.1874,0.0188,9.97,True
UCAC4 705-046947,124.04358291346999,50.86712050672,,13.967,0.6659,0.0153,43.52,True
CRTS J181952.0-541151,274.9660565073,-54.198248537023055,,13.968,0.1619,0.0182,8.9,True
ZTF J235839.99+005753.5,359.66661868103,0.9648944326,,13.969,0.2033,0.0277,7.34,True
OGLE GD-RRLYR-2982,201.88447564091996,-70.10047166779,,13.969,0.4034,0.0138,29.23,True
CRTS J223416.9+270309,338.57019340286,27.052591401530005,,13.97,0.2022,0.02,10.11,True
V* PQ Lib,228.77517079886996,-10.474921565869998,,13.97,0.2158,0.0218,9.9,True
UCAC4 054-023394,313.0086678164399,-79.22509781901,,13.97,0.2697,0.0121,22.29,True
ATO J302.4488-17.1528,302.44883879695,-17.15284103576,,13.97,0.247,0.0207,11.93,True
NSVS   1127822,269.94298693215,77.69615958121,,13.97,0.2141,0.0115,18.62,True
CRTS J164859.2+142155,252.24684175185,14.36512774158,,13.97,0.1825,0.0212,8.61,True
UCAC4 146-210692,255.43430891316999,-60.922548136379994,,13.97,0.2744,0.0158,17.37,True
CRTS J172747.1+125239,261.9467192275,12.87747884418,,13.97,0.2114,0.0176,12.01,True
CRTS J175737.5+335504,269.40668191840996,33.91766003955,,13.97,0.1819,0.0134,13.57,True
UCAC4 084-012138,98.51421781268002,-73.34781461462,,13.97,0.3466,0.0145,23.9,True
ATO J217.6547-18.6864,217.65473021380998,-18.68643044124,,13.97,0.1629,0.0182,8.95,True
ATO J154.3282+23.0541,154.32827242892,23.054239916169998,,13.97,0.2369,0.0242,9.79,True
BPS CS 22189-0005,38.12205229363,-14.53005925942,A,13.97,0.1936,0.0182,10.64,True
ZTF J231316.73+122205.8,348.3197467839,12.3683132143,,13.97,0.1772,0.0264,6.71,True
V* V785 Oph,263.88605532445,9.56563054878,,13.97,0.2773,0.0195,14.22,True
ASAS J110733-2944.1,166.88842206237,-29.735766540309992,,13.97,0.2572,0.0176,14.61,True
[W71b] 007-12,117.44186945541,-19.601395798499997,C,13.97,0.2613,0.026,10.05,True
V* V1348 Cen,216.45860993431998,-32.40767786738,,13.97,0.1986,0.0185,10.74,True
OGLE LMC637.15.001292,77.5864602519,-79.27388988869,,13.97,0.1665,0.0289,5.76,True
V* DQ Hya,177.48467640119,-35.64746695041,,13.97,0.2326,0.0198,11.75,True
CRTS J184608.6-450841,281.53526171639,-45.14454772967,,13.97,0.2459,0.0169,14.55,True
ATO J309.0300-09.1580,309.03010101263,-9.158042436140002,,13.97,0.2303,0.0238,9.68,True
CRTS J141650.0-080246,214.20874477996998,-8.046354635859998,,13.97,0.2124,0.0199,10.67,True
CRTS J183844.4-535628,279.6850894684437,-53.94097674414667,,13.97,0.195,0.0256,7.62,True
CRTS J133945.7-185707,204.94060982606996,-18.95177881669,,13.97,0.1753,0.0229,7.66,True
CRTS J202201.4-303604,305.50580971678994,-30.600997367119998,,13.97,0.221,0.019,11.63,True
