name,ra,dec,sp_type,v_mag,parallax,dist_ref,dist_ref_err,period,M_calc,dist_pl,abs_error,rel_error
CRTS J033936.7+375824,54.90306063616,37.97326770503,RRC,13.55,0.6399,1562.74,42.74,0.29602,0.349,4367.91,2805.17,179.5
NSVS   8724692,324.43819353745994,34.62038578982,RRAB,13.55,0.381,2624.67,108.84,0.60418,-0.231,5703.69,3079.02,117.31
V* AG Ind,314.90951769067,-59.37655997685,RRAB/BL,13.55,0.2472,4045.31,255.29,0.5568978,-0.165,5532.48,1487.17,36.76
CRTS J152753.0-365355,231.97104510831,-36.89831420333,RRAB,13.55,0.2589,3862.5,292.41,0.60462,-0.231,5705.25,1842.75,47.71
V* GT Tel,278.74122730952,-52.58614153626,RRAB,13.55,0.242,4132.23,355.17,0.4075102,0.089,4922.57,790.34,19.13
ATO J089.7315+38.2452,89.73158167947916,38.24527544852501,RRAB,13.551,0.3339,2994.91,146.2,0.899749,-0.554,6622.8,3627.89,121.14
ATO J312.1817-00.2551,312.18173998229,-0.2551601415099999,RRAB,13.554,0.1933,5173.31,639.64,0.5935641,-0.216,5676.45,503.14,9.73
CRTS J192906.5-495604,292.27733959308995,-49.93458242480194,RRC,13.556,0.3086,3240.44,166.96,0.273757,0.412,4253.78,1013.34,31.27
ATO J255.6306-16.4690,255.63071444356248,-16.46906957849361,RRAB,13.557,0.4257,2349.07,103.19,0.5259153,-0.118,5432.78,3083.71,131.27
ASAS J215737-1422.9,329.40533738202,-14.38199387136,RRAB,13.559,0.2552,3918.5,304.02,0.8192609,-0.478,6418.3,2499.8,63.79
CRTS J063518.6-592600,98.82828134906956,-59.43313352661779,RRC,13.559,0.699,1430.62,33.97,0.2231425,0.578,3946.12,2515.5,175.83
V* CW Pav,277.40657127474,-59.34756056709999,RRAB,13.56,0.1646,6075.33,590.55,0.8342985,-0.493,6465.08,389.75,6.42
V* LL Pav,284.71333190656,-73.3225650198,RRC,13.56,0.2176,4595.59,388.6,0.438459,0.03,5082.55,486.96,10.6
V* IS Com,198.66202980447,27.94136236681,RRC,13.56,0.1723,5803.83,606.32,0.314639,0.299,4489.33,-1314.5,-22.65
V* V666 Cen,211.10838123212,-36.99170287365,RRAB,13.56,0.3024,3306.88,256.98,0.4381848,0.03,5081.36,1774.48,53.66
CRTS J094310.2+102650,145.79258598032,10.447314683960002,RRC,13.56,0.2057,4861.45,420.68,0.329211,0.262,4565.99,-295.46,-6.08
CRTS J032233.7-380434,50.64001805649001,-38.07653434709,RRAB,13.56,0.1958,5107.25,328.66,0.7294285,-0.384,6148.31,1041.06,20.38
NSVS  13425720,230.0504551389,3.4176431772200004,RRAB,13.56,0.2123,4710.32,457.05,0.5574298,-0.165,5560.0,849.68,18.04
OGLE GD-RRLYR-10678,276.8122715200187,-5.961129633868334,RRAB,13.56,0.5772,1732.5,53.13,0.85479,-0.513,6524.02,4791.52,276.57
CRTS J153530.6+105435,233.87759480897,10.909997205639998,RRC,13.56,0.2107,4746.08,342.38,0.351451,0.209,4679.0,-67.08,-1.41
ZTF J021408.73+263128.9,33.53638835429,26.52475118151,RRAB,13.56,0.2437,4103.41,269.41,0.5581885,-0.166,5562.83,1459.42,35.57
CRTS J020744.3+304232,31.93409110695,30.70952835295,RRC,13.56,0.4459,2242.66,74.94,0.299952,0.338,4409.78,2167.12,96.63
CRTS J194630.8-292509,296.6283663583775,-29.4194522305025,RRAB,13.561,0.2346,4262.57,317.97,0.791954,-0.451,6343.28,2080.71,48.81
CRTS J154203.3-275054,235.51337729853003,-27.848642873330007,RRAB,13.564,0.2678,3734.13,281.66,0.63783,-0.275,5858.14,2124.01,56.88
ASASSN-V J140950.48-775836.3,212.4612891404,-77.97670972317,RRAB,13.565,0.2533,3947.89,162.09,0.8209652,-0.48,6441.06,2493.17,63.15
V* UY Lib,232.82832715425,-17.515495865149997,RRAB,13.57,0.293,3412.97,229.47,0.4932356,-0.066,5335.83,1922.86,56.34
CRTS J091729.7+235636,139.37416272548,23.94325808098,RRC,13.57,0.6417,1558.36,44.44,0.251406,0.481,4147.06,2588.7,166.12
ASAS J071353-2943.6,108.46866413166002,-29.72667269462,RRAB,13.57,0.2695,3710.58,217.54,0.397254,0.11,4920.98,1210.4,32.62
CRTS J111340.2+174902,168.41777931964,17.81725708718,RRC,13.57,0.2342,4269.85,612.58,0.421241,0.062,5030.07,760.22,17.8
V* QQ Dra,229.19450673097,61.74895838936,RRAB,13.57,0.238,4201.68,218.91,0.6637,-0.307,5962.35,1760.67,41.9
CRTS J205243.8-573448,313.18207962025,-57.58036224048,RRC,13.57,0.2279,4387.89,292.65,0.3170585,0.293,4523.0,135.11,3.08
ATO J008.7885+35.2780,8.788416613210002,35.27805819555001,RRAB,13.57,0.2645,3780.72,261.58,0.6295921,-0.264,5845.86,2065.14,54.62
ZTF J161801.03+511151.8,244.50437770178,51.19779271509,RRAB,13.57,0.2393,4178.85,190.34,0.6023,-0.228,5749.76,1570.91,37.59
V* FQ Psc,11.42043102127,18.95072687244,RRAB,13.57,0.2539,3938.56,297.84,0.54989,-0.154,5557.29,1618.73,41.1
CRTS J003336.6+330540,8.40273234534,33.09452493442,RRC,13.57,0.4681,2136.3,78.95,0.3646401,0.179,4765.82,2629.52,123.09
CRTS J142813.3-084234,217.05578357938,-8.709555434320002,RRC,13.57,0.2067,4837.93,409.6,0.418091,0.068,5015.97,178.04,3.68
ASAS J104749-0308.8,161.95298073089,-3.14539903392,RRC,13.57,0.2351,4253.51,381.75,0.36325,0.182,4759.01,505.5,11.88
ASAS J110823-1625.9,167.09609135323,-16.431724301200003,RRAB,13.57,0.1719,5817.34,612.53,0.68849,-0.337,6044.69,227.35,3.91
CRTS J201539.6-122908,303.91525251415,-12.48570891747,RRAB,13.57,0.2701,3702.33,253.58,0.57199,-0.186,5639.79,1937.46,52.33
V* V380 Tel,296.84338960244,-54.52471657476,RRAB,13.57,0.2932,3410.64,298.95,0.515212,-0.101,5423.54,2012.9,59.02
CRTS J160530.6-232429,241.37783306375,-23.40699173707,RRAB,13.57,0.0401,24937.66,22325.73,0.586776,-0.207,5693.88,-19243.78,-77.17
V* V1369 Cyg,302.79118460329994,51.61585269553,RRAB,13.57,0.3382,2956.83,143.38,0.56546555,-0.177,5615.65,2658.82,89.92
NSVS   7962128,260.92294576674,37.32529247995,RRAB,13.57,0.2946,3394.43,173.98,0.45402,0.001,5173.04,1778.61,52.4
CRTS J161554.8-232744,243.97857868570787,-23.462172038324443,RRD,13.57,0.2948,3392.13,191.01,0.4047977,0.094,4955.72,1563.59,46.09
V* BR Lib,232.53239905227,-20.717160768189995,RRAB,13.57,0.3437,2909.51,146.45,0.49311,-0.066,5335.33,2425.82,83.38
CRTS J051222.5-211137,78.09389238614,-21.1935437385,RRC,13.57,0.2507,3988.83,198.88,0.315035,0.298,4512.18,523.35,13.12
CRTS J163143.8+265712,247.93283308767,26.953287685480003,RRD,13.57,0.2089,4786.98,281.86,0.324005,0.275,4559.81,-227.17,-4.75
V* V344 Ser,227.9949498698,6.038887827229999,RRAB,13.57,0.2588,3863.99,316.52,0.4650645,-0.018,5219.75,1355.76,35.09
ATO J315.1734-04.9345,315.17343238867,-4.93446260656,RRAB,13.58,0.2511,3982.48,409.19,0.6306986,-0.266,5876.7,1894.22,47.56
HE 1517-0939,229.96264018247,-9.833288115109998,RRC,13.58,0.2355,4246.28,306.53,0.3235636,0.276,4578.52,332.24,7.82
V* HT Tel,300.0717560210899,-45.31483591493,RRAB,13.58,0.208,4807.69,573.22,0.61658,-0.247,5827.15,1019.46,21.2
V* FP Tel,280.15997928488,-52.75674072835,RRAB,13.58,0.3141,3183.7,205.76,0.4008178,0.102,4960.23,1776.53,55.8
V* HV Leo,141.32098233974,18.63194261198,RRAB,13.58,0.2756,3628.45,350.21,0.59371,-0.217,5745.35,2116.9,58.34
ROTSE1 J164316.86+264815.8,250.82805021687,26.80713791779,kA3hA6mA8,13.58,0.301,3322.26,144.59,0.6309347,1.4,2728.94,-593.32,-17.86
CRTS J204937.1-095949,312.40493090415,-9.99722281805,RRAB,13.58,0.2244,4456.33,313.77,0.36709,0.174,4799.82,343.49,7.71
NSV 14558,351.58921390483,-31.08230035800001,RRC,13.58,0.2299,4349.72,300.83,0.310585,0.31,4508.95,159.23,3.66
CRTS J140559.2+042600,211.49700949068,4.43338005846,RRC,13.58,0.2314,4321.52,315.62,0.3389999,0.239,4659.02,337.5,7.81
ROTSE1 J162932.61+210139.8,247.38665712948,21.02720202447,RRC,13.58,0.2129,4697.04,317.7,0.32932901,0.262,4608.86,-88.18,-1.88
V* V605 Her,250.17418239914,11.86615554955,RRAB,13.58,0.2495,4008.02,226.51,0.6112944,-0.24,5808.42,1800.4,44.92
CRTS J143611.8-352804,219.04846449054,-35.46801962731,RRC,13.58,0.245,4081.63,293.21,0.325602,0.271,4589.28,507.65,12.44
Cl* NGC 6121    SAW V12,245.87831222931,-26.58306504141,RRAB,13.58,0.5683,1759.63,70.6,0.446097,0.016,5162.81,3403.18,193.4
V* AQ Tel,282.32153427337994,-51.60151286784,RRC,13.58,0.2415,4140.79,272.62,0.320775,0.283,4563.72,422.93,10.21
CRTS J142026.7-395200,215.11096551954,-39.8670574433,RRAB,13.58,0.2934,3408.32,253.24,0.4252932,0.054,5071.42,1663.1,48.8
ASAS J115715-2949.1,179.31134959489,-29.818763231519995,RRAB,13.581,0.1884,5307.86,605.73,0.4719162,-0.03,5275.04,-32.82,-0.62
V* V1860 Oph,259.8586725709428,-20.65660997746139,RRAB,13.582,0.3689,2710.76,138.15,0.6265,-0.26,5867.44,3156.68,116.45
UCAC4 121-145252,244.04854614203003,-65.81509887013,RRC,13.584,0.309,3236.25,168.62,0.4063231,0.091,4994.8,1758.55,54.34
ROTSE1 J153139.12+332356.0,232.9155653909,33.40144951083,RRC,13.59,0.2403,4161.46,204.35,0.321145,0.282,4586.76,425.3,10.22
CRTS J024109.9+183413,40.29166122474,18.57029284356,RRC,13.59,0.2508,3987.24,311.6,0.274582,0.41,4325.77,338.53,8.49
V* BT Leo,168.01919711387,18.50145760928,RRAB,13.59,0.1727,5790.39,901.92,0.499732,-0.077,5411.63,-378.76,-6.54
NSVS   9294410,39.73491777125,8.742506248340002,RRAB,13.59,0.328,3048.78,158.95,0.6043012,-0.231,5810.17,2761.39,90.57
V* VV Ind,310.12424638492,-53.28174312624,RRAB,13.59,0.226,4424.78,364.16,0.6054274,-0.232,5814.22,1389.44,31.4
CRTS J032749.0-385437,51.95431381235999,-38.91007985378,RRAB,13.59,0.2427,4120.31,242.77,0.60873,-0.237,5826.06,1705.75,41.4
V* EP Lyn,108.07847820402,47.32567214918001,RRAB,13.59,0.3982,2511.3,149.47,0.4684183,-0.024,5282.23,2770.93,110.34
V* GP Leo,176.43970236044,11.86902334563,RRAB,13.59,0.2157,4636.07,427.71,0.67929986,-0.326,6070.03,1433.96,30.93
V* SW Ind,307.60918910564,-48.24963491614,RRAB,13.59,0.2353,4249.89,449.73,0.5863,-0.206,5744.83,1494.94,35.18
CRTS J202046.8-270052,305.19536886148,-27.014400788280007,RRAB,13.59,0.2419,4133.94,292.23,0.5561024,-0.163,5632.33,1498.39,36.25
CRTS J160729.8-255150,241.87435618438,-25.86426538614,RRAB,13.59,0.2539,3938.56,268.36,0.638441,-0.276,5930.83,1992.27,50.58
CRTS J222519.5+102150,336.33162769802,10.364056672860002,RRC,13.59,0.2527,3957.26,341.39,0.3228675,0.278,4595.95,638.69,16.14
CRTS J211854.8-120544,319.72851290596,-12.09583333741,RRC,13.59,0.5925,1687.76,58.68,0.289494,0.367,4412.18,2724.42,161.42
CRTS J212106.7-082959,320.27833822276,-8.49975761969,RRC,13.59,0.5284,1892.51,213.46,0.3862289,0.133,4914.51,3022.0,159.68
CRTS J112106.0-390732,170.27556931193,-39.12549353232001,RRC,13.59,0.2452,4078.3,266.12,0.289267,0.367,4410.89,332.59,8.16
CRTS J004548.4-435508,11.45084002069,-43.91923910135,RRAB,13.59,0.2296,4355.4,402.15,0.5898298,-0.211,5757.74,1402.34,32.2
V* IM Boo,212.273375271,47.82445690507001,RRAB,13.59,0.2361,4235.49,308.56,0.6157672,-0.246,5851.16,1615.67,38.15
ASASSN-V J160606.56-310438.9,241.52752803032,-31.07739731769,RRAB,13.595,0.175,5714.29,630.2,0.94338,-0.593,6879.12,1164.83,20.38
CRTS J222655.2+071437,336.7303692222699,7.24371592382,RRC,13.595,0.2639,3789.31,271.38,0.336156,0.245,4676.56,887.25,23.41
UCAC4 057-008403,149.90272749803,-78.73871579164,RRC|EC,13.598,0.3104,3221.65,107.94,0.290313,0.364,4433.15,1211.5,37.6
V* EW Lyn,119.79916527158,45.32685762911999,RRAB,13.6,0.2401,4164.93,296.63,0.5001,-0.077,5438.1,1273.17,30.57
V* V3521 Oph,273.7987883245099,6.78408200655,RRAB,13.6,0.3986,2508.78,108.26,0.614567,-0.245,5873.88,3365.1,134.13
CRTS J090404.5+431257,136.01891992147,43.21576815971,RRC,13.6,0.228,4385.96,582.87,0.417015,0.07,5080.85,694.89,15.84
V* LQ Boo,219.47383498424,34.990015289140004,RRAB,13.6,0.2518,3971.41,211.35,0.564333,-0.175,5689.5,1718.09,43.26
V* V2312 Oph,263.14532036677,9.9893742477,RRAB,13.6,0.2143,4666.36,400.66,0.6965617,-0.346,6155.55,1489.19,31.91
V* V486 Hya,127.62429681563998,-2.71021533421,RRAB/BL,13.6,0.291,3436.43,294.04,0.508655,-0.091,5472.71,2036.28,59.26
CRTS J164326.8-064240,250.86163121242,-6.71135924236,RRAB,13.6,0.3419,2924.83,152.27,0.5166297,-0.104,5504.64,2579.81,88.2
CRTS J134740.7-453641,206.92000742164,-45.61148108118,RRC,13.6,0.5661,1766.47,78.63,0.242099,0.512,4145.85,2379.38,134.7
CRTS J193752.7-221635,294.47011651596,-22.27622844557,RRAB,13.6,0.2569,3892.57,333.35,0.57065,-0.184,5713.24,1820.67,46.77
ATO J023.6368+02.7450,23.63674928870001,2.7450644279711107,RRAB,13.6,0.2526,3958.83,278.97,0.646685,-0.286,5986.86,2028.03,51.23
ATO J177.8487+21.3572,177.84880851078,21.35729993035,RRAB,13.6,0.1991,5022.6,388.49,0.5826002,-0.201,5757.69,735.09,14.64
CRTS J153733.3+150525,234.38902851545,15.09020502395,RRC,13.6,0.1935,5167.96,488.75,0.317043,0.293,4585.83,-582.13,-11.26
ATO J139.4087-05.7558,139.40872393728,-5.75578088471,RRAB,13.6,0.2119,4719.21,378.61,0.6847519,-0.332,6116.31,1397.1,29.6
CRTS J063831.3-492033,99.63103354455,-49.34239247576001,RRD,13.6,1.8065,553.56,3.31,0.408032,0.088,5039.64,4486.08,810.41
CRTS J160507.1+254500,241.28015664996,25.74995348295,RRC,13.6,0.1796,5567.93,409.22,0.403765,0.097,5019.87,-548.06,-9.84
CRTS J194206.9-260537,295.52909954503,-26.093883491,RRAB,13.6,0.2677,3735.52,228.85,0.6534,-0.294,6010.03,2274.51,60.89
CRTS J113251.0-491103,173.21277208961,-49.1843142314,RRAB,13.6,0.2255,4434.59,269.42,0.645388,-0.284,5982.37,1547.78,34.9
V* RS Crv,188.00059881132,-23.905022888840005,RRAB/BL,13.6,0.2801,3570.15,239.62,0.53685599,-0.135,5584.28,2014.13,56.42
V* TY CVn,193.58966532602,32.242655688810004,RRAB,13.6,0.275,3636.36,271.07,0.51344614,-0.099,5491.93,1855.57,51.03
V* BK Cas,13.28059525863,64.6009108421,RRAB,13.6,0.7921,1262.47,22.79,0.3902672,0.124,4956.43,3693.96,292.6
ASAS J142357-0100.1,215.99119260564623,-1.002851148223611,ACEP,13.603,0.0896,11160.71,2702.99,1.306738,-1.771,11877.8,717.09,6.43
CRTS J150740.5+124143,226.91913761227,12.69525811729,RRD,13.61,0.1925,5194.81,496.54,0.41189,0.08,5080.75,-114.06,-2.2
OGLE LMC725.20.000002,84.75785177016,-59.43159401583,RRC,13.61,0.2349,4257.13,190.29,0.409992,0.084,5071.99,814.86,19.14
V* VY LMi,141.92217647409,36.9728979072,RRAB,13.61,0.1823,5485.46,568.71,0.5261499,-0.118,5567.95,82.49,1.5
V* BL Col,84.62679918484,-35.90553808226999,RRAB/BL,13.61,0.204,4901.96,273.93,0.590761,-0.213,5814.44,912.48,18.61
V* UY Hya,135.1186087513,2.58089447296,RRC,13.61,0.1814,5512.68,601.71,0.363755,0.181,4850.01,-662.67,-12.02
V* V740 Cep,331.13693299522,80.18758328615,RRAB,13.61,0.3833,2608.92,112.31,0.4839,-0.05,5396.33,2787.41,106.84
CRTS J193406.3-512807,293.52702445371,-51.46843762124999,RRC,13.61,0.2127,4701.46,400.08,0.341764,0.232,4738.2,36.74,0.78
V* KK Lib,225.8833619658,-9.742138058540002,RRAB,13.61,0.3434,2912.06,156.88,0.5163678,-0.103,5529.0,2616.94,89.87
ROTSE1 J173258.07+473315.2,263.24297347954,47.55476861665,RRC,13.61,0.2085,4796.16,264.54,0.34856999,0.216,4773.28,-22.88,-0.48
ATO J262.1752+23.1717,262.17526579728,23.17184497605,RRAB,13.61,0.2506,3990.42,191.08,0.641755,-0.28,5997.3,2006.88,50.29
V* QW Aqr,316.85864655514,1.17156373743,RRD,13.61,0.2564,3900.16,357.46,0.3549859,0.201,4805.95,905.79,23.22
V* V734 Her,260.72835657461,46.20675338442,RRAB,13.61,0.2197,4551.66,248.61,0.5810032,-0.199,5778.34,1226.68,26.95
V* GL Hya,130.24676459328,2.6228352470800003,RRAB/BL,13.61,0.266,3759.4,288.31,0.5059413,-0.087,5486.98,1727.58,45.95
CRTS J031320.2-172644,48.33452702547,-17.445775220229997,RRC,13.61,0.2372,4215.85,289.71,0.262896,0.445,4295.36,79.51,1.89
CRTS J234032.9-533656,355.13715553972,-53.61549969344,RRAB,13.61,0.2387,4189.36,217.63,0.6433203,-0.282,6002.77,1813.41,43.29
CRTS J131722.6-040438,199.34468595407,-4.077650096080001,RRC,13.61,0.8845,1130.58,24.93,0.3403108,0.235,4730.66,3600.08,318.43
CRTS J210039.5-050857,315.16457695934,-5.14925334361,RRC|EC,13.61,0.2508,3987.24,257.55,0.39429,0.116,4998.45,1011.21,25.36
CRTS J160249.2-305821,240.70556092675,-30.97261964357,RRC,13.61,0.2699,3705.08,258.08,0.292853,0.357,4472.26,767.18,20.71
V* DI Lib,236.841617906,-16.10740384753,RRAB,13.61,0.2479,4033.88,318.94,0.67817,-0.325,6122.38,2088.5,51.77
UCAC4 178-220164,283.32667058374,-54.48936902634,RRC,13.611,0.243,4115.23,260.8,0.292736,0.358,4473.65,358.42,8.71
CRTS J202559.2-235903,306.4965546888499,-23.984867253129995,RRC,13.62,0.2692,3714.71,230.44,0.287571,0.372,4462.42,747.71,20.13
V* KP Lib,234.84281098492,-12.114834434609998,RRC,13.62,0.269,3717.47,247.37,0.28533,0.379,4449.38,731.91,19.69
NSVS  13236189,195.98091648631,-0.80605467799,RRAB,13.62,0.2662,3756.57,256.84,0.5722215,-0.187,5772.04,2015.47,53.65
CRTS J154849.4+370609,237.20621935542,37.10251945181,RRC,13.62,0.2257,4430.66,247.35,0.400477,0.103,5050.84,620.18,14.0
CRTS J083140.3+051439,127.91793543447916,5.244546216286945,kA7hF3mF3,13.62,0.3943,2536.14,128.64,0.289369,2.077,2035.08,-501.06,-19.76
NSVS   9050492,356.67152556039,17.634062282239995,RRAB,13.62,0.2449,4083.3,443.51,0.5886619,-0.21,5833.51,1750.21,42.86
V* V534 Cen,219.39006381135,-39.50162492304,RRAB,13.62,0.1868,5353.32,644.81,0.62912426,-0.264,5980.36,627.04,11.71
CRTS J110423.6-105817,166.09854896324,-10.971656558,RRC,13.62,0.2838,3523.61,245.83,0.324288,0.275,4667.54,1143.93,32.46
CRTS J164212.7-023958,250.55281400893,-2.66636336112,RRD,13.62,0.2266,4413.06,445.98,0.392956,0.119,5015.16,602.1,13.64
V* EO Lib,238.98350369878,-17.582549527820003,RRAB/BL,13.62,0.2184,4578.75,436.07,0.60846,-0.237,5906.13,1327.38,28.99
CRTS J194052.7-204937,295.2199854898,-20.82667552758,RRAB,13.62,0.2449,4083.3,330.13,0.69815,-0.348,6217.8,2134.5,52.27
ATO J295.9606-21.2865,295.9606177851592,-21.28653575216305,RRAB,13.62,0.2054,4868.55,455.09,0.8349525,-0.494,6648.16,1779.61,36.55
CRTS J214122.5-031343,325.34410631024,-3.22863374982,RRC,13.62,0.2162,4625.35,378.67,0.339189,0.238,4746.63,121.28,2.62
V* UZ Vir,197.18472686724,13.4023289998,RRAB/BL,13.62,0.3124,3201.02,247.97,0.4593944,-0.008,5316.89,2115.87,66.1
BPS BS 16968-0020,223.53608536406,4.05530992307,RRC,13.62,0.251,3984.06,258.73,0.260759,0.452,4302.03,317.97,7.98
CRTS J222936.1-453733,337.40112031961627,-45.625714292274445,RRD,13.626,0.199,5025.13,434.33,0.2881723,0.37,4478.27,-546.86,-10.88
V* T Hyi,6.06623214568,-76.28196423726,RRAB,13.629,0.2529,3954.13,187.62,0.5687552,-0.182,5782.85,1828.72,46.25
ROTSE1 J155733.60+283225.5,239.39041309961,28.540376979700003,RRC,13.63,0.2419,4133.94,261.47,0.3153715,0.297,4640.44,506.5,12.25
ATO J078.0380-10.8967,78.03796607439,-10.896646398050002,RRAB,13.63,0.2612,3828.48,224.26,0.5687693,-0.182,5785.57,1957.09,51.12
V* GQ Cet,11.33594172044,-4.32355322294,RRAB,13.63,0.2953,3386.39,230.5,0.56667,-0.179,5777.57,2391.18,70.61
V* V500 Sgr,289.7627430616475,-39.40172349969722,RRAB,13.63,0.2007,4982.56,585.89,0.6950989,-0.345,6236.28,1253.72,25.16
CRTS J045529.3-464524,73.87233454882,-46.75648246338,RRAB,13.63,0.2445,4089.98,210.77,0.51937,-0.108,5592.27,1502.29,36.73
CRTS J210930.2+101444,317.37624530441,10.24564060201,RRC,13.63,0.2194,4557.89,328.23,0.310176,0.311,4611.7,53.81,1.18
V* BN Hya,186.81933925715,-29.08441927478,RRC,13.63,0.201,4975.12,467.81,0.369782,0.168,4925.06,-50.06,-1.01
ASAS J101256-2919.6,153.23169320138,-29.32732809048,RRAB,13.63,0.2318,4314.06,303.36,0.5664793,-0.178,5776.85,1462.79,33.91
ATO J171.8737-19.0397,171.8738117337225,-19.03978863013,RRC,13.63,0.2257,4430.66,296.42,0.347371,0.219,4811.24,380.58,8.59
V* WX Aqr,332.56623886743,-16.66298645188,RRAB/BL:,13.63,0.2144,4664.18,380.7,0.5508472,-0.156,5716.7,1052.52,22.57
ATO J055.9086-25.0698,55.90858497081,-25.06981483066,RRAB,13.63,0.2681,3729.95,229.56,0.559819,-0.169,5751.35,2021.4,54.19
V* GY Peg,336.34659793066,34.88602688179,RRAB,13.63,0.3247,3079.77,156.5,0.5034545,-0.083,5527.56,2447.79,79.48
ATO J245.0209-09.3760,245.02093059038,-9.375970055400002,RRAB,13.63,0.2204,4537.21,401.43,0.786522,-0.445,6531.24,1994.03,43.95
UCAC4 117-136974,283.97311630621,-66.736686469,RRAB,13.631,0.2232,4480.29,357.3,0.719589,-0.373,6320.47,1840.18,41.07
FASTT 1534,331.53008451409,-0.7711052310200002,RRAB,13.637,0.2518,3971.41,328.06,0.5833423,-0.202,5859.43,1888.02,47.54
V* KW Lib,221.96469577768,-6.57941497424,RRC,13.64,0.2454,4074.98,310.52,0.312677,0.304,4646.93,571.95,14.04
ATO J344.7524+18.2650,344.75236755749,18.26506198068,RRAB,13.64,0.2658,3762.23,242.04,0.65397269,-0.295,6123.78,2361.55,62.77
NSVS  14447742,326.22180722793,4.36193473537,RRAB,13.64,0.2012,4970.18,644.74,0.5869575,-0.207,5881.1,910.92,18.33
GSC 03499-01794,250.87018746132,45.39273265661,RRAB,13.64,0.1983,5042.86,396.72,0.6211589,-0.253,6007.0,964.14,19.12
CRTS J133312.8-220833,203.30413597112,-22.143142267670004,RRC,13.64,0.2418,4135.65,335.23,0.301876,0.333,4586.23,450.58,10.9
CRTS J230248.7-070402,345.70318446672,-7.06750384959,RRC,13.64,0.5744,1740.95,60.31,0.264983,0.439,4368.01,2627.06,150.9
HE 1510-0857,228.31838561993,-9.14482416193,RRC,13.64,0.1849,5408.33,567.45,0.3683675,0.171,4940.71,-467.62,-8.65
CRTS J034349.5-132814,55.9563406981,-13.470692173680002,RRC|EC,13.64,0.2141,4670.71,349.05,0.309994,0.311,4631.97,-38.74,-0.83
OGLE BLG-RRLYR-40717,254.11779767577,-32.61607364489,RRAB,13.644,0.4207,2376.99,107.35,0.622397,-0.255,6022.56,3645.57,153.37
ASAS J135421-0901.4,208.58687161975,-9.023819765709998,RRAB/BL,13.647,0.2863,3492.84,244.0,0.585419,-0.205,5894.3,2401.46,68.75
OGLE GD-RRLYR-1431,149.3250416185,-62.21724766291,RRAB,13.649,0.28,3571.43,150.51,0.633935,-0.27,6078.06,2506.63,70.19
V* V3405 Oph,271.8755516269,3.1852432799500003,RRC,13.65,0.5344,1871.26,77.74,0.279441,0.395,4476.23,2604.97,139.21
V* AW For,47.750742983470005,-35.345576162,RRAB,13.65,0.2711,3688.68,231.31,0.6084447,-0.236,5988.23,2299.55,62.34
V* XZ Crv,187.84119992476,-19.00101188215,RRAB,13.65,0.2541,3935.46,274.13,0.552954,-0.159,5777.84,1842.38,46.81
V* BE Lep,87.15848224003,-19.49157813589,RRAB,13.65,0.256,3906.25,250.24,0.558753,-0.167,5800.43,1894.18,48.49
ASAS J142548-3002.2,216.4518499650684,-30.037386059404724,RRAB,13.65,0.4399,2273.24,284.22,0.5243223,-0.116,5664.09,3390.85,149.16
NSVS   2601262,170.2750062251,57.32416816064,RRAB,13.65,0.1868,5353.32,358.23,0.728149,-0.382,6404.28,1050.96,19.63
V* BY Hya,189.67803633034,-29.224151386130004,RRAB,13.65,0.1848,5411.26,541.71,0.778203,-0.436,6565.51,1154.25,21.33
V* FW Lyn,139.9645428673,33.87330304722,RRAB/BL,13.65,0.2375,4210.53,379.39,0.5217328,-0.112,5653.61,1443.08,34.27
CRTS J012016.8+142503,20.07016186673,14.41761185979,RRC,13.65,0.2583,3871.47,323.75,0.33965,0.237,4815.11,943.64,24.37
CRTS J134235.0-294012,205.64545120709,-29.670333959480004,RRAB,13.65,0.2171,4606.17,362.81,0.65512,-0.297,6156.08,1549.91,33.65
CRTS J164024.4-193100,250.10117452297004,-19.51700835225,ACEP,13.65,0.1139,8779.63,1826.84,0.88519,-1.304,9789.58,1009.95,11.5
CRTS J162329.3+042534,245.87236985674,4.42604649704,RRC,13.65,0.2107,4746.08,389.69,0.31102,0.308,4659.11,-86.97,-1.83
V* HO Leo,152.05798559556,26.37571850503,RRAB/BL,13.65,0.1986,5035.25,512.14,0.4614072,-0.012,5399.67,364.42,7.24
ASAS J045808+2221.0,74.53539173602,22.34996718797,RRAB,13.65,0.3477,2876.04,138.14,0.604751,-0.232,5974.61,3098.57,107.74
V* V546 Hya,161.02839245653,-18.87740672848,RRAB,13.65,0.2852,3506.31,277.85,0.59777,-0.222,5948.72,2442.41,69.66
